disease	url	doi	year	dt	variable	estimate	sentence
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25708	10.1002/jmv.25708	2020		incubation+time	4.0	The first estimate of mean incubation time was based on the exposure information of 10 confirmed early SARS- CoV-2 infected cases in Wuhan, China and was predicted to be 5.2 days (95% confidence interval [Cl]: 4.1-7.0),° supporting the case for a longer incubation time compared to SARS-CoV (mean incubation time 4.0 days,
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		However, 308 itis worth noting that, at the epidemiological level, these asymptomatic patients are almost 309 the same as those in the incubation period.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	incubation+time	306	Although there was a reported case of 306 incubation time up to 24 day [16], we believe that it is necessary to clarify whether an 307 imaging assessment was performed before the onset of symptoms in this patient.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		Therefore, these patients can only be 305 considered asymptomatic but not in incubation.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		The 11 asymptomatic patients in the Shanghai cohort were diagnosed after nucleic 303 acid sampling of close contacts of confirmed patients.
covid	https://www.sciencedirect.com/science/article/pii/S0196655315004617	10.1016/j.ajic.2015.04.195	2015		asymptomatic		PVL is a potent cytotoxin produced by S aureus that causes necrotizing pneu- monia with a high mortality rate,'° Many hospitals have already implemented decolonization procedures for patients colonized with S aureus and MRSA, but future studies could support the decolonization of asymptomatic HCPs.
covid	https://www.sciencedirect.com/science/article/pii/S0196655315004617	10.1016/j.ajic.2015.04.195	2015		asymptomatic		Taiwan and found that 25 (11.5%) were colonized with SARS-CoV.° The nosocomial spread of SARS-CoV in large hospitals was a major epidemic feature during early stages of the outbreak, but this problem was resolved after hospitals isolated all symptomatic pa- tients and asymptomatic HCPs detected with SARS-CoV.’ All 11 detections for HCoV at Huntsville Hospital also came from frontline asymptomatic HCPs, predominantly nurses.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030437v1	10.1101/2020.03.03.20030437	2020	2020-03-03	asymptomatic		The clinical manifestations of COVID-19 cases range from an 89 asymptomatic course to serve acute respiratory symptoms and even acute 90 respiratory failure [4-7].
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031815v1	10.1101/2020.03.05.20031815	2020	2020-05-03	incubation+time	5.2	This proportion was obtained by simulating values from the estimated generation interval and incubation period distributions (assuming a mean incubation time of 5.2 days
covid	https://www.medrxiv.org/content/10.1101/2020.02.29.20029421v1	10.1101/2020.02.29.20029421	2020	2020-02-29	asymptomatic		the median incubation time is 3 days, which can be as long as 24 days [7]; and (v) asymptomatic person carrying SARS
covid	https://www.medrxiv.org/content/10.1101/2020.02.29.20029421v1	10.1101/2020.02.29.20029421	2020	2020-02-29	incubation+time	3	the median incubation time is 3 days, which can be as long as 24 days [7]; and (v) asymptomatic person carrying SARS
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/rmv.2103	10.1002/rmv.2103			asymptomatic		Unlike other human coronaviruses, some patients had low-grade fever or were even asymptomatic yet remained infectious.
covid	https://www.medrxiv.org/content/10.1101/2020.03.12.20035220v1	10.1101/2020.03.12.20035220	2020	2020-12-03	asymptomatic		Subsequently, as of 11 March, 2020, 503 cases were announced, including asymptomatic or those abroad in countries such China but excluding those infected on a large cruise ship, the Diamond Princess [1].
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		One of the patients was asymptomatic until she was discharged 11 days after 229 being hospitalized.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033357v1	10.1101/2020.03.09.20033357	2020	2020-09-03	asymptomatic		The bottom part of the pyramid represents mild (and possibly asymptomatic) cases.
covid	https://www.sciencedirect.com/science/article/pii/S1473309920300864	10.1016/S1473-3099(20)30086-4	2020		asymptomatic		"” In the subgroup of asymptomatic patients (group 1), concentrations of C-reactive protein (6-9 mg/L) and aspartate amino- transferase (30-2 U/L) were lower than those in symptomatic patients.
covid	https://www.sciencedirect.com/science/article/pii/S1473309920300864	10.1016/S1473-3099(20)30086-4	2020		asymptomatic		Notably, 15 cases asymptomatic infection were discovered on the basis abnormal lung findings on CT scans, suggesting that chest CT scans or serum antibody tests should be done in asymptomatic high-risk individuals with a history exposure to patients with COVID-19 pneumonia to facilitate early identification of the disease.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028076v2	10.1101/2020.02.26.20028076	2020	2020-02-26	asymptomatic		Close contactor investigation by CDC could help find mild 233 or asymptomatic cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028076v2	10.1101/2020.02.26.20028076	2020	2020-02-26	asymptomatic		Thus, the calculated CFR for Hubei 230 _was higher due to the underdetection of mild or asymptomatic cases.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031088v1	10.1101/2020.03.05.20031088	2020	2020-05-03	asymptomatic		As the amount of asymptomatic transmission will depend not only on the average timing of latent period relative to the incubation period, but also on the standard deviation of these distributions, more data on their true shapes is urgently needed.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20032045v1	10.1101/2020.03.09.20032045	2020	2020-09-03	asymptomatic		We conducted a sensitivity analyses on the proportion of asymptomatic people, and based on growing evidence of equal viral loads in symptomatic and cases(9-12), we considered the latent to be infectious as
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/rmv.2103	10.1002/rmv.2103			asymptomatic		Unlike other human coronaviruses, some patients had low-grade fever or were even asymptomatic yet remained infectious.
covid	https://www.medrxiv.org/content/10.1101/2020.03.04.20031112v1	10.1101/2020.03.04.20031112	2020	2020-04-03	asymptomatic		infections may be asymptomatic or associated with mild to moderate upper respiratory tract illness; these HCoVs are considered the second most common cause of the common cold (6).
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/uog.22013	10.1002/uog.22013			asymptomatic		If the patient is asymptomatic or mildly affected, breastfeeding and colocation (also called rooming-in)
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/uog.22013	10.1002/uog.22013			asymptomatic		Pregnant women with suspected/probable COVID-19 infection, or those with confirmed infection who are asymptomatic or recovering from mild illness, should be monitored with 2—4-weekly ultrasound assessment of fetal growth and amniotic fluid volume, with umbilical artery Doppler if necessary*°.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/uog.22013	10.1002/uog.22013			asymptomatic		Pregnant women with suspected/probable COVID-19 infection, or those with confirmed infection who are asymptomatic or recovering from mild illness, should be monitored with 2—4-weekly ultrasound assessment of fetal growth and amniotic fluid volume, with umbilical artery Doppler if necessary*°.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030437v1	10.1101/2020.03.03.20030437	2020	2020-03-03	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031849v1	10.1101/2020.03.05.20031849	2020	2020-05-03	asymptomatic		showed that the asymptomatic infection would shed SARS-CoV-2 for 5 days[27].
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031849v1	10.1101/2020.03.05.20031849	2020	2020-05-03	asymptomatic		As reported by Pan et af[26], 2 of 3 256 cases was asymptomatic infected, with the proportion of asymptomatic of 0.67.There was a research 257
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031849v1	10.1101/2020.03.05.20031849	2020	2020-05-03	asymptomatic		As reported by Bai et af[25], 1 of 6 cases was 255 asymptomatic infected, with the proportion of asymptomatic of 0.17.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031849v1	10.1101/2020.03.05.20031849	2020	2020-05-03	asymptomatic		However, there was 258 not enough evidence to provide the clear epidemiological estimates of the parameters p, «, a’, and 259 which were related to asymptomatic characteristics.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031849v1	10.1101/2020.03.05.20031849	2020	2020-05-03	asymptomatic		254 the asymptomatic infection of COVID-19 exists.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/uog.22013	10.1002/uog.22013			asymptomatic		If the patient is asymptomatic or mildly affected, breastfeeding and colocation (also called rooming-in)
covid	https://www.medrxiv.org/content/10.1101/2020.03.01.20029801v2	10.1101/2020.03.01.20029801	2020	2020-01-03	asymptomatic		Much is currently unknown about the natural history of the disease, such as a possible asymptomatic spreading or the role of age in both the suscepti- bility and mortality of the disease.
covid	https://www.medrxiv.org/content/10.1101/2020.02.18.20024281v1	10.1101/2020.02.18.20024281	2020	2020-02-18	asymptomatic		Application of the mathematical model is of great guiding significance to assess the impact of isolation of symptomatic cases as well as observation of asymptomatic contact cases and to promote evidence-based decisions and policy.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033357v1	10.1101/2020.03.09.20033357	2020	2020-09-03	asymptomatic		Quantifying the extent of infection overall in the population (including those infected with either mild, non-specific symptoms or who are asymptomatic, as depicted in the bottom of Figure 1) requires random population surveys of infection prevalence.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		At least some if not all of the carriers are likely to have anti-SARS-CoV- 2 antibodies, as demonstrated by asymptomatic Zika virus carriers.'!?
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		This rapid IgM-IgG combined antibody test kit makes large scale screening of asymptomatic carriers possible.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		This finding made the current COVID-19 outbreak control more difficult, because there is no method available to screen asymptomatic carriers.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		Another potential application of this test is screening asymptomatic SARS-CoV-2 carriers, it was reported that asymptomatic carriers could spread SARS-CoV-2 virus.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Interestingly, we found that young cases (< 15 years old) were prone to be asymptomatic even during hospitalization and to have a normal CT image, which partially suggested that nucleic acid testing would be crucial to identify asymptomatic infections in young close contacts.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Lymphopenia and leukopenia, previously associated with disease severity S515 , were uncommon in the asymptomatic cases of the present study.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		These asymptomatic cases were mildly ill as compared to those previously reported in Wuhan,
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		In the present study, we provided epidemiological and clinical data of 24 asymptomatic COVID-19 infections identified from the screening of close contacts in Nanjing, Jiangsu Province.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	asymptomatic		However, the presence of asymptomatic cases in the community represent an ongoing threat (64, 65) although it is not currently known if subclinical cases are less infectious.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	asymptomatic		Overall, the current situation in Singapore highlights the need to investigate the unlinked and asymptomatic cases that could be a potential source of secondary cases and amplified transmission in confined settings.
covid	https://www.medrxiv.org/content/10.1101/2020.02.28.20029181v1	10.1101/2020.02.28.20029181	2020	2020-02-28	asymptomatic		Asymptomatic Contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033852v1	10.1101/2020.03.10.20033852	2020	2020-10-03	reproduction+number	1	For early transmission following import from Wuhan, the reproduction number in most cities in Guangdong had an average reproduction number around 1, during the first five days.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033852v1	10.1101/2020.03.10.20033852	2020	2020-10-03	reproduction+number	13	Assuming such a source for the initial cluster in Wuhan (“the Market’) led to an estimated basic reproduction number 13-6.
covid	https://www.medrxiv.org/content/10.1101/2020.02.29.20029520v1	10.1101/2020.02.29.20029520	2020	2020-02-29	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.sciencedirect.com/science/article/pii/S0025619620301476	10.1016/j.mayocp.2020.02.003	2020		asymptomatic		Transmission of 2019- nCoV infection from an asymptomatic contact in Germany [published online ahead of print January 30, 2020}.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033803v1	10.1101/2020.03.10.20033803	2020	2020-10-03	asymptomatic		What’s more, it has been found that the proportion of asymptomatic infected population is considerable.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Presumed asymptomatic carrier transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Mizumoto, K., Kagaya, K., Zarebski, A. & Chowell, G. Estimating the asymptomatic ratio of 2019 novel coronavirus onboard the Princess Cruises Ship, 2020.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620303081	10.1016/S0140-6736(20)30308-1	2020		asymptomatic		In fact, a large number of mild and asymptomatic patients might not receive timely diagnosis or health care, which can conceal the real incidence and allow disease progression.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025601v2	10.1101/2020.02.20.20025601	2020	2020-02-20	asymptomatic		human-to-human, asymptomatic transmission 5 NIRST 2020 Australia!
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028084v1	10.1101/2020.02.26.20028084	2020	2020-02-26	asymptomatic		Transmission of COVID-19 Infection from an Asymptomatic Contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030833v1	10.1101/2020.03.03.20030833	2020	2020-03-03	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID- 19.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	reproduction+number	2009	Estimation of the reproduction number for 2009 pandemic influenza A(H1N1) in the presence of imported cases.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620303718	10.1016/S0140-6736(20)30371-8	2020		asymptomatic		In fact, a large number of mild and asymptomatic patients might not receive timely diagnosis or health care, which can conceal the real incidence and allow disease progression.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20032334v1	10.1101/2020.03.06.20032334	2020	2020-06-03	asymptomatic		The documented cases of asymptomatic infection and transmission in COVID-19 patients*® greatly expand the pool of individuals who need to be screened.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20032334v1	10.1101/2020.03.06.20032334	2020	2020-06-03	asymptomatic		nucleic acid directly from raw sample matrix consisting of nasopharyngeal swabs from asymptomatic donors placed in universal transport medium (UTM) or phosphate buffered saline (PBS) and spiked with SARS
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		To estimate the effects of assumptions about asymptomatic transmission on the impor- tance of asymptomatic transmission and estimates of the basic reproduction number Ro, we parameterize the generation interval distributions of asymptomatic and symptomatic cases based on their means, G, and G,, and dispersions, kK, and k;.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		, decreased) if transmission is relatively faster (slower) along the asymptomatic route.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Thus, the realized pro- portion of asymptomatic infections will be increased (resp.
covid	https://www.medrxiv.org/content/10.1101/2020.02.25.20027615v1	10.1101/2020.02.25.20027615	2020	2020-02-25	reproduction+number	1.48	Based on the complete epidemic data including the symptom onset time and transmission chains, we calculate the control reproduction number (1.48-1.69) in Xi’an.
covid	https://www.sciencedirect.com/science/article/pii/S1201971220301193	10.1016/j.ijid.2020.02.060	2020		asymptomatic		Transmission of 2019-nCoV infection from an asymptomatic contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	asymptomatic		On the other hand, it is not clear if asymptomatic or subclinical cases are as infectious as symptomatic cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.21.20026435v6	10.1101/2020.02.21.20026435	2020	2020-02-21	asymptomatic		While large-scale transmission has not been reported in Singapore, the fact that asymptomatic and subclinical cases are now well documented for COVID-19 (49) suggests that our estimates could be underestimated (50).
covid	https://www.sciencedirect.com/science/article/pii/S1201971220300916	10.1016/j.ijid.2020.02.033	2020		asymptomatic		Otherwise, unidentified asymptomatic cases or cases within incubation may also cause continuous spread of the novel virus, which may also partially explain why RO was still high at this stage.
covid	https://www.medrxiv.org/content/10.1101/2020.03.13.20035253v1	10.1101/2020.03.13.20035253	2020	2020-03-13	asymptomatic		Abstract With respect to the asymptomatic transmission characteristics of the novel coronavirus that appeared in 2019 (COVID-19), a susceptible-asymptomatic-infected-recovered-death (SAIRD) model that considered human mobility was constructed in this study.
covid	https://www.medrxiv.org/content/10.1101/2020.03.14.20036103v1	10.1101/2020.03.14.20036103	2020	2020-03-14	asymptomatic		However a reliable estimation of the number of infected, including asymptomatic people, turns out to be crucial in the preparation operational schemes and to estimate the future number of people, who will require, to different extents, medical attentions.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		However, 308 itis worth noting that, at the epidemiological level, these asymptomatic patients are almost 309 the same as those in the incubation period.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	incubation+time	306	Although there was a reported case of 306 incubation time up to 24 day [16], we believe that it is necessary to clarify whether an 307 imaging assessment was performed before the onset of symptoms in this patient.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		Therefore, these patients can only be 305 considered asymptomatic but not in incubation.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		The 11 asymptomatic patients in the Shanghai cohort were diagnosed after nucleic 303 acid sampling of close contacts of confirmed patients.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028225v2	10.1101/2020.02.26.20028225	2020	2020-02-26	asymptomatic		Considering the complexity of sexual behavior and the transmission potential asymptomatic infectives, we suggest that people who lived in the epidemic areas, have tourism history from epidemic areas and were potentially asymptomatic infected should be very cautious about sex behavior and avoid oral/anal sex especially, which may be helpful to prevent further spreading of SARS-CoV-2.
covid	https://www.medrxiv.org/content/10.1101/2020.03.14.20035873v1	10.1101/2020.03.14.20035873	2020	2020-03-14	asymptomatic		For instance, the role of asymptomatic individuals in the progression of the epidemic is still unknown, and no data is available regarding the differences in the transmission rates between different age groups and the of the weather in the number.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		The data of family or community clustered COVID-19 cases throughout February 16, 2020 were used to assess the potential of transmission during the asymptomatic incubation period.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		We collected the contact history and followed longitudinal nucleic acid tests of the close contacts during their hospitalization, which provided a relatively reliable communicable period of asymptomatic cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		All asymptomatic carriers were admitted to and treated in the Second Hospital of Nanjing, and therefore the study population has strong representativeness of the whole city.
covid	https://www.medrxiv.org/content/10.1101/2020.02.28.20028068v1	10.1101/2020.02.28.20028068	2020	2020-02-28	asymptomatic		We found that SARS-CoV-2 was mostly transmitted via contacting symptomatic patients; however, asymptomatic carriers might transmit SARS-CoV-2 to healthy recipients.
covid	https://www.medrxiv.org/content/10.1101/2020.03.02.20030452v1	10.1101/2020.03.02.20030452	2020	2020-02-03	asymptomatic		Unlike SARS-CoV, the SARS-CoV-2 displays a highly contagious infectiousness even during the asymptomatic period '%.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Here, we conducted an epidemiological investigation among close contacts of COVID-19 patients in Nanjing, Jiangsu Province, China and identified 24 asymptomatic carriers.
covid	https://www.medrxiv.org/content/10.1101/2020.02.17.20024257v1	10.1101/2020.02.17.20024257	2020	2020-02-17	asymptomatic		There is arecent revelation [13] that asymptomatic patients can be infectious, which would certainly prolong the infectious duration.
covid	https://www.medrxiv.org/content/10.1101/2020.02.14.20022897v1	10.1101/2020.02.14.20022897	2020	2020-02-14	asymptomatic		Assuming that the asymptomatic ratio was 50% [18], we assumed that in total there were m=6 untraced cases the cases.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031740v2	10.1101/2020.03.05.20031740	2020	2020-05-03	asymptomatic		It has also been proposed that more than half of the cases might have gone undetected by routinely screening passengers, due to the special characteristics of this disease [5], which makes it possible that infected individuals are asymptomatic while infectious.
covid	https://www.sciencedirect.com/science/article/pii/S2214109X20300747	10.1016/S2214-109X(20)30074-7	2020		reproduction+number	2	In scenarios in which the reproduction number was 2-5, 15% of transmission occurred before symptom onset, and there was a short delay to isolation, at least 80% of infected contacts needed to be traced and isolated to give a probability of control of 90% or more.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20032144v1	10.1101/2020.03.06.20032144	2020	2020-06-03	asymptomatic		There was inconsistent reporting of maternal, perinatal and neonatal outcomes across case reports and series concerning COVID-19, SARS, MERS and other From reports of 19 women to date affected by COVID-19 in pregnancy, delivering 20 babies, 3 (16%) were asymptomatic, 1 (5%) was admitted to ICU and no maternal deaths have been reported.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030437v1	10.1101/2020.03.03.20030437	2020	2020-03-03	asymptomatic		The clinical manifestations of COVID-19 cases range from an 89 asymptomatic course to serve acute respiratory symptoms and even acute 90 respiratory failure [4-7].
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023234v2	10.1101/2020.02.15.20023234	2020	2020-02-15	asymptomatic		We assumed that either 0.1%, 0.2%, 79 or 1% of the incoming international students were in the pre-infectious period of COVID-19 80 infection, based on previous literature reporting that 0.2% of individuals with contactees of 81 SARS infection were asymptomatic [7].
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25740	10.1002/jmv.25740			asymptomatic		Chest imaging normalities were present in asymptomatic infected patients.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25740	10.1002/jmv.25740			asymptomatic		SARS-CoV-2 infection can range from asymptomatic infection to severe respiratory distress in neonates and children.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		This study evaluated whether and when the infected but asymptomatic cases during the incubation period could infect
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		If asymptomatic infections are more persistent than symptomatic ones, the mean genera- tion interval for COVID-19 could be than estimated from cases alone —
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	reproduction+number	9	Our reproductive number findings fit into a broader framework linking epidemic speed, strength, and generation intervals — for a given observed speed increases in the mean generation interval imply larger reproduction number [9, 10, 13-15].
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Here we highlight the need to characterize the generation-interval dis- tribution for asymptomatic transmission, and its consequences not only for contact tracing but for estimation of the basic reproduction number of the ongoing COVID-19 outbreak [11] and of the effective proportion of asymptomatic transmission during the exponential-growth phase.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Much is still unknown about the time scale and effectiveness of asymptomatic transmis- sion in COVID-19.
covid	https://www.sciencedirect.com/science/article/pii/S1473309920300864	10.1016/S1473-3099(20)30086-4	2020		asymptomatic		Interpretation COVID-19 pneumonia manifests with chest CT imaging abnormalities, even in asymptomatic patients, with rapid evolution from focal unilateral to diffuse bilateral ground-glass opacities that progressed to co-existed with consolidations within 1-3 weeks.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031880v1	10.1101/2020.03.06.20031880	2020	2020-06-03	asymptomatic		Asymptomatic coronavirus infection: MERS-CoV and SARS
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031880v1	10.1101/2020.03.06.20031880	2020	2020-06-03	asymptomatic		Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.03.08.20029710v1	10.1101/2020.03.08.20029710	2020	2020-08-03	asymptomatic		In summary, COVID-19 children showed asymptomatic or mainly respiratory
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027649v2	10.1101/2020.02.24.20027649	2020	2020-02-24	asymptomatic		asymptomatic people including one quarantine officer, one nurse and one administrative officer tested positive for COVID-19 out of the 3,711 passengers and crew members on board.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		The transmission evidence of the asymptomatic COVID-19 carrier - family-based transmission of Case 13
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030593v1	10.1101/2020.03.03.20030593	2020	2020-03-03	asymptomatic		Clinical characteristics of 24 asymptomatic infections with COVID-19 screened among contacts in China.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030593v1	10.1101/2020.03.03.20030593	2020	2020-03-03	asymptomatic		Mizumoto K, Kagaya K, Zarebski A, Chowell G. Estimating the asymptomatic ratio of 2019 novel coronavirus onboard the Princess Cruises Ship.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030593v1	10.1101/2020.03.03.20030593	2020	2020-03-03	asymptomatic		Presumed asymptomatic carrier transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.02.18.20024315v1	10.1101/2020.02.18.20024315	2020	2020-02-18	reproduction+number	3.39	Over the entire epidemic period COVID-19 had a basic reproduction number of 3.39 (95%
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		It is crucial to identify and isolate asymptomatic carriers and mild patients in order to contain the outbreaks in later
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		According to the report on “Diamond Princess”, among the 1,723 tested travelers, 189 asymptomatic individuals were positive for the COVID-19 virus as of 17 February 2020 '°, which indicated that a large number of asymptomatic carriers and mild patients remain undiscovered in the community.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025601v2	10.1101/2020.02.20.20025601	2020	2020-02-20	asymptomatic		It is worth noting that COVID-19 has a more diverse mode of transmission that can manifest itself as asymptomatic infection!”, something that has not previously been seen in SARS!7! .
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030833v1	10.1101/2020.03.03.20030833	2020	2020-03-03	asymptomatic		The initial symptoms of recently infected patients seem more insidious, indicating that the new coronavirus may gradually evolve into a virus similar to influenza and latent in asymptomatic carriers for a long time.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20030833v1	10.1101/2020.03.03.20030833	2020	2020-03-03	asymptomatic		The presence of asymptomatic infection also suggests that SARS-CoV-2 may gradually evolve into a virus similar to influenza," or it may be latent in humans for a long time.
